API, Freq
compatv1dataexperimentalStatsAggregator,0
compatv1debuggingassert_shapes,0
compatv1dataexperimentalTensorStructure,0
compatv1dataexperimentalTensorArrayStructure,0
compatv1dataexperimentalSqlDataset,0
compatv1dataexperimentalSparseTensorStructure,0
compatv1dataexperimentalRaggedTensorStructure,0
compatv1dataexperimentalmake_batched_features_dataset,0
compatv1dataexperimentalsample_from_datasets,0
compatv1dataexperimentalRandomDataset,0
compatv1dataexperimentalmake_csv_dataset,0
compatv1dataexperimentalmap_and_batch_with_legacy_function,0
compatv1dataexperimentalCounter,0
compatv1dataexperimentalchoose_from_datasets,0
compatv1datamake_one_shot_iterator,51
compatv1datamake_initializable_iterator,18
compatv1dataexperimentalCsvDataset,0
compatv1dataTextLineDataset,0
compatv1dataTFRecordDataset,0
compatv1dataget_output_types,6
compatv1dataget_output_shapes,13
compatv1dataget_output_classes,0
compatv1dataFixedLengthRecordDataset,0
compatv1dataDataset,3
compatv1dataIterator,6
compatv1autographto_graph,0
compatv1autographto_code,0
compatv1apprun,17
compatv1zeros_like,0
compatv1wrap_function,2
compatv1WholeFileReader,0
compatv1while_loop,1
compatv1where,37
compatv1verify_tensor_all_finite,0
compatv1variable_axis_size_partitioner,0
compatv1VariableScope,1
compatv1variable_scope,150
compatv1uniform_unit_scaling_initializer,0
compatv1tuple,0
compatv1variables_initializer,16
compatv1truncated_normal_initializer,7
compatv1trainable_variables,16
compatv1to_int64,0
compatv1to_int32,0
compatv1to_float,0
compatv1to_double,0
compatv1transpose,1
compatv1to_complex64,0
compatv1to_bfloat16,0
compatv1to_complex128,0
compatv1Variable,3
compatv1tables_initializer,15
compatv1TextLineReader,0
compatv1TFRecordReader,11
compatv1substr,0
compatv1string_to_hash_bucket,0
compatv1string_split,0
compatv1string_to_number,0
compatv1squeeze,0
compatv1sparse_to_dense,6
compatv1sparse_split,0
compatv1sparse_segment_sum,0
compatv1sparse_segment_sqrt_n,0
compatv1sparse_merge,0
compatv1sparse_reduce_sum,0
compatv1sparse_reduce_sum_sparse,0
compatv1sparse_segment_mean,0
compatv1sparse_placeholder,0
compatv1sparse_matmul,0
compatv1sparse_reduce_max,0
compatv1sparse_reduce_max_sparse,0
compatv1SparseConditionalAccumulator,0
compatv1SparseTensorValue,0
compatv1sparse_concat,0
compatv1space_to_depth,0
compatv1sparse_add,1
compatv1space_to_batch,2
compatv1size,0
compatv1shape,0
compatv1set_random_seed,41
compatv1setdiff1d,0
compatv1Session,237
compatv1scatter_sub,0
compatv1scatter_mul,0
compatv1scatter_nd_sub,0
compatv1scatter_nd_update,0
compatv1serialize_many_sparse,0
compatv1scatter_nd_add,0
compatv1scalar_mul,0
compatv1scatter_update,18
compatv1scatter_min,0
compatv1scatter_add,2
compatv1scatter_div,0
compatv1scatter_max,0
compatv1serialize_sparse,0
compatv1resource_variables_enabled,1
compatv1reverse_sequence,0
compatv1reset_default_graph,50
compatv1reduce_sum,0
compatv1report_uninitialized_variables,4
compatv1reduce_logsumexp,0
compatv1reduce_all,0
compatv1reduce_prod,0
compatv1reduce_join,0
compatv1reduce_min,0
compatv1reduce_any,0
compatv1reduce_max,0
compatv1reduce_mean,0
compatv1random_poisson,0
compatv1quantize_v2,0
compatv1Print,6
compatv1random_normal_initializer,4
compatv1random_uniform_initializer,5
compatv1py_func,6
compatv1placeholder,193
compatv1parse_single_example,2
compatv1placeholder_with_default,10
compatv1parse_example,0
compatv1ReaderBase,0
compatv1pad,1
compatv1ones_like,0
compatv1no_regularizer,0
compatv1norm,0
compatv1min_max_variable_partitioner,1
compatv1multinomial,0
compatv1model_variables,1
compatv1local_variables_initializer,63
compatv1moving_average_variables,0
compatv1make_template,3
compatv1load_file_system_library,0
compatv1LMDBReader,0
compatv1local_variables,66
compatv1is_variable_initialized,1
compatv1InteractiveSession,1
compatv1initialize_variables,0
compatv1initialize_local_variables,0
compatv1initialize_all_variables,22
compatv1initialize_all_tables,0
compatv1IdentityReader,0
compatv1gradients,0
compatv1hessians,0
compatv1get_session_handle,0
compatv1global_variables_initializer,499
compatv1global_variables,516
compatv1get_session_tensor,0
compatv1get_variable_scope,11
compatv1get_variable,103
compatv1get_default_session,5
compatv1get_seed,1
compatv1get_collection,33
compatv1get_local_variable,0
compatv1gather_nd,1
compatv1get_default_graph,53
compatv1get_collection_ref,2
compatv1floor_div,1
compatv1gather,1
compatv1extract_image_patches,0
compatv1expand_dims,0
compatv1enable_v2_tensorshape,1
compatv1executing_eagerly,2
compatv1FixedLengthRecordReader,0
compatv1fixed_size_partitioner,0
compatv1enable_v2_behavior,40
compatv1disable_v2_tensorshape,1
compatv1enable_tensor_equality,1
compatv1enable_resource_variables,38
compatv1enable_eager_execution,47
compatv1enable_control_flow_v2,0
compatv1disable_tensor_equality,1
compatv1disable_v2_behavior,6
compatv1disable_resource_variables,0
compatv1disable_eager_execution,40
compatv1delete_session_tensor,0
compatv1disable_control_flow_v2,0
compatv1Dimension,70
compatv1DeviceSpec,0
compatv1device,10
compatv1depth_to_space,1
compatv1create_partitioned_variables,0
compatv1decode_csv,0
compatv1count_up_to,0
compatv1count_nonzero,3
compatv1convert_to_tensor,0
compatv1convert_to_tensor_or_indexed_slices,0
compatv1decode_raw,1
compatv1convert_to_tensor_or_sparse_tensor,0
compatv1control_flow_v2_enabled,0
compatv1container,0
compatv1constant,7
compatv1confusion_matrix,0
compatv1ConditionalAccumulatorBase,0
compatv1ConditionalAccumulator,0
compatv1cond,0
compatv1colocate_with,1
compatv1clip_by_average_norm,0
compatv1case,0
compatv1boolean_mask,0
compatv1bincount,0
compatv1batch_to_space_nd,2
compatv1batch_gather,3
compatv1assign,63
compatv1assign_sub,2
compatv1batch_scatter_update,0
compatv1assign_add,18
compatv1batch_to_space,2
compatv1assert_rank_at_least,0
compatv1assert_variables_initialized,0
compatv1assert_type,0
compatv1assert_rank,0
compatv1assert_rank_in,0
compatv1assert_scalar,0
compatv1assert_non_positive,0
compatv1assert_less,6
compatv1assert_positive,0
compatv1assert_non_negative,1
compatv1assert_none_equal,0
compatv1assert_negative,0
compatv1assert_near,0
compatv1assert_less_equal,4
compatv1assert_integer,0
compatv1argmin,0
compatv1assert_greater,4
compatv1arg_max,0
compatv1assert_greater_equal,1
compatv1argmax,0
compatv1assert_equal,7
compatv1arg_min,0
compatv1add_to_collection,6
compatv1all_variables,0
compatv1add_check_numerics_ops,0
compatv1add_to_collections,1
compatpath_to_str,0
compatdimension_value,157
compatdimension_at_index,3
compatas_text,138
compatas_str_any,22
compatas_bytes,448
compatforward_compatible,0
bitwiseinvert,2
bitwiseleft_shift,12
bitwisebitwise_xor,5
bitwiseright_shift,13
bitwisebitwise_or,22
bitwisebitwise_and,14
autographto_code,1
autographtrace,0
autographexperimentaldo_not_convert,7
autographset_verbosity,7
autodiffForwardAccumulator,0
autographto_graph,1
audioencode_wav,4
audiodecode_wav,8
zeros_like,2403
zeros_initializer,1017
zeros,22447
where,15818
vectorized_map,20
while_loop,844
VariableSaveSliceInfo,19
unstack,1123
unique_with_counts,41
TypeSpec,34
unravel_index,91
tuple,24887
unique,5192
Variable,17556
truncatemod,3
truncatediv,2
transpose,12059
timestamp,2444
tile,9653
tensor_scatter_nd_update,28
tensor_scatter_nd_sub,10
TensorSpec,1722
tensordot,328
TensorShape,3375
TensorArray,1283
tensor_scatter_nd_add,13
Tensor,65934
strided_slice,228
split,33813
stop_gradient,1014
TensorArraySpec,0
stack,14650
SparseTensorSpec,15
switch_case,5
squeeze,9320
space_to_batch_nd,84
space_to_batch,198
sort,13182
slice,10735
size,228180
shape_n,317
shape,233385
scatter_nd,297
roll,5575
reverse_sequence,121
scan,1637
reverse,4723
searchsorted,152
reshape,29354
sequence_mask,346
required_space_to_batch_paddings,23
RegisterGradient,513
repeat,6065
register_tensor_conversion_function,46
reduce_all,340
recompute_grad,9
realdiv,7
rank,16947
random_uniform_initializer,331
random_normal_initializer,994
RaggedTensorSpec,1
range,63406
RaggedTensor,84
py_function,109
parallel_stack,17
one_hot,5043
pad,52188
OptionalSpec,0
Operation,3077
ones_like,1698
print,89492
ones_initializer,136
numpy_function,60
no_gradient,6
norm,63884
ones,13871
no_op,703
load_op_library,146
Module,7502
map_fn,844
make_tensor_proto,168
nondifferentiable_batch_function,0
make_ndarray,24
meshgrid,636
name_scope,11010
linspace,1589
load_library,70
is_tensor,415
gather_nd,831
gather,5893
function,53957
foldr,42
foldl,84
executing_eagerly,719
fingerprint,60
fill,6599
ensure_shape,17
expand_dims,8072
extract_volume_patches,0
eye,2081
einsum,895
eigvals,228
eig,129981
edit_distance,302
DeviceSpec,158
dynamic_stitch,99
dynamic_partition,117
device,21752
custom_gradient,121
CriticalSection,4
convert_to_tensor,5862
control_dependencies,3119
constant_initializer,1865
constant,33036
broadcast_to,473
clip_by_norm,119
clip_by_global_norm,338
cast,19794
cond,22586
case,15501
concat,22416
clip_by_value,1067
broadcast_dynamic_shape,94
boolean_mask,835
bitcast,28
batch_to_space,156
argsort,845
broadcast_static_shape,106
